,Observed,SRC-IP,DST-IP,SRC-PORT,DST-PORT,FRAME-TYPE,PROTOCOL,SRC-COUNTRY,DST-COUNTRY,DAY,WK-END,NIGHT,AVG-PCK
428,5,192.168.1.3,192.168.1.1,43362,49152,1,-1.0,5,7,0,1,0,14.9
429,5,192.168.1.3,192.168.1.1,43334,49152,1,-1.0,5,7,0,1,0,14.9
430,5,192.168.1.3,192.168.1.1,41963,49152,1,-1.0,5,7,0,1,0,14.9
431,5,192.168.1.3,192.168.1.1,42171,49152,1,-1.0,5,7,0,1,0,14.9
432,5,192.168.1.3,192.168.1.1,41939,49152,1,-1.0,5,7,0,1,0,14.9
433,5,192.168.1.3,192.168.1.1,40073,49152,1,-1.0,5,7,0,1,0,14.9
434,5,192.168.1.3,192.168.1.1,40086,49152,1,-1.0,5,7,0,1,0,14.9
435,5,192.168.1.3,192.168.1.1,41006,49152,1,-1.0,5,7,0,1,0,14.9
436,5,192.168.1.3,192.168.1.1,40994,49152,1,-1.0,5,7,0,1,0,14.9
437,5,192.168.1.3,192.168.1.1,40110,49152,1,-1.0,5,7,0,1,0,14.9
438,5,192.168.1.3,192.168.1.1,40982,49152,1,-1.0,5,7,0,1,0,14.9
439,5,192.168.1.3,192.168.1.1,40970,49152,1,-1.0,5,7,0,1,0,14.9
440,5,192.168.1.3,192.168.1.1,40958,49152,1,-1.0,5,7,0,1,0,14.9
441,5,192.168.1.3,192.168.1.1,40946,49152,1,-1.0,5,7,0,1,0,14.9
442,5,192.168.1.3,192.168.1.1,40933,49152,1,-1.0,5,7,0,1,0,14.9
443,5,192.168.1.3,192.168.1.1,40921,49152,1,-1.0,5,7,0,1,0,14.9
444,5,192.168.1.3,192.168.1.1,40122,49152,1,-1.0,5,7,0,1,0,14.9
445,5,192.168.1.3,192.168.1.1,40909,49152,1,-1.0,5,7,0,1,0,14.9
446,5,192.168.1.3,192.168.1.1,40134,49152,1,-1.0,5,7,0,1,0,14.9
447,5,192.168.1.3,192.168.1.1,40896,49152,1,-1.0,5,7,0,1,0,14.9
448,5,192.168.1.3,192.168.1.1,40145,49152,1,-1.0,5,7,0,1,0,14.9
449,5,192.168.1.3,192.168.1.1,40872,49152,1,-1.0,5,7,0,1,0,14.9
450,5,192.168.1.3,192.168.1.1,40860,49152,1,-1.0,5,7,0,1,0,14.9
451,5,192.168.1.3,192.168.1.1,40848,49152,1,-1.0,5,7,0,1,0,14.9
452,5,192.168.1.3,192.168.1.1,40836,49152,1,-1.0,5,7,0,1,0,14.9
453,5,192.168.1.3,192.168.1.1,41030,49152,1,-1.0,5,7,0,1,0,14.9
454,5,192.168.1.3,192.168.1.1,41054,49152,1,-1.0,5,7,0,1,0,14.9
455,5,192.168.1.3,192.168.1.1,41313,49152,1,-1.0,5,7,0,1,0,14.9
456,5,192.168.1.3,192.168.1.1,41066,49152,1,-1.0,5,7,0,1,0,14.9
457,5,192.168.1.3,192.168.1.1,41288,49152,1,-1.0,5,7,0,1,0,14.9
458,5,192.168.1.3,192.168.1.1,40010,49152,1,-1.0,5,7,0,1,0,14.9
459,5,192.168.1.3,192.168.1.1,41264,49152,1,-1.0,5,7,0,1,0,14.9
460,5,192.168.1.3,192.168.1.1,41252,49152,1,-1.0,5,7,0,1,0,14.9
461,5,192.168.1.3,192.168.1.1,41238,49152,1,-1.0,5,7,0,1,0,14.9
462,5,192.168.1.3,192.168.1.1,41226,49152,1,-1.0,5,7,0,1,0,14.9
463,5,192.168.1.3,192.168.1.1,41214,49152,1,-1.0,5,7,0,1,0,14.9
464,5,192.168.1.3,192.168.1.1,40022,49152,1,-1.0,5,7,0,1,0,14.9
465,5,192.168.1.3,192.168.1.1,41201,49152,1,-1.0,5,7,0,1,0,14.9
466,5,192.168.1.3,192.168.1.1,41189,49152,1,-1.0,5,7,0,1,0,14.9
467,5,192.168.1.3,192.168.1.1,41927,49152,1,-1.0,5,7,0,1,0,14.9
468,5,192.168.1.3,192.168.1.1,41164,49152,1,-1.0,5,7,0,1,0,14.9
469,5,192.168.1.3,192.168.1.1,41151,49152,1,-1.0,5,7,0,1,0,14.9
470,5,192.168.1.3,192.168.1.1,41139,49152,1,-1.0,5,7,0,1,0,14.9
471,5,192.168.1.3,192.168.1.1,41125,49152,1,-1.0,5,7,0,1,0,14.9
472,5,192.168.1.3,192.168.1.1,41114,49152,1,-1.0,5,7,0,1,0,14.9
473,5,192.168.1.3,192.168.1.1,40047,49152,1,-1.0,5,7,0,1,0,14.9
474,5,192.168.1.3,192.168.1.1,40061,49152,1,-1.0,5,7,0,1,0,14.9
475,5,192.168.1.3,192.168.1.1,41078,49152,1,-1.0,5,7,0,1,0,14.9
476,5,192.168.1.3,192.168.1.1,40157,49152,1,-1.0,5,7,0,1,0,14.9
477,5,192.168.1.3,192.168.1.1,40811,49152,1,-1.0,5,7,0,1,0,14.9
478,5,192.168.1.3,192.168.1.1,40799,49152,1,-1.0,5,7,0,1,0,14.9
479,5,192.168.1.3,192.168.1.1,40788,49152,1,-1.0,5,7,0,1,0,14.9
480,5,192.168.1.3,192.168.1.1,40340,49152,1,-1.0,5,7,0,1,0,14.9
481,5,192.168.1.3,192.168.1.1,40636,49152,1,-1.0,5,7,0,1,0,14.9
482,5,192.168.1.3,192.168.1.1,40623,49152,1,-1.0,5,7,0,1,0,14.9
483,5,192.168.1.3,192.168.1.1,40611,49152,1,-1.0,5,7,0,1,0,14.9
484,5,192.168.1.3,192.168.1.1,40599,49152,1,-1.0,5,7,0,1,0,14.9
485,5,192.168.1.3,192.168.1.1,40587,49152,1,-1.0,5,7,0,1,0,14.9
486,5,192.168.1.3,192.168.1.1,40575,49152,1,-1.0,5,7,0,1,0,14.9
487,5,192.168.1.3,192.168.1.1,40563,49152,1,-1.0,5,7,0,1,0,14.9
488,5,192.168.1.3,192.168.1.1,40379,49152,1,-1.0,5,7,0,1,0,14.9
489,5,192.168.1.3,192.168.1.1,40551,49152,1,-1.0,5,7,0,1,0,14.9
490,5,192.168.1.3,192.168.1.1,40539,49152,1,-1.0,5,7,0,1,0,14.9
491,5,192.168.1.3,192.168.1.1,40527,49152,1,-1.0,5,7,0,1,0,14.9
492,5,192.168.1.3,192.168.1.1,40515,49152,1,-1.0,5,7,0,1,0,14.9
493,5,192.168.1.3,192.168.1.1,40503,49152,1,-1.0,5,7,0,1,0,14.9
494,5,192.168.1.3,192.168.1.1,40491,49152,1,-1.0,5,7,0,1,0,14.9
495,5,192.168.1.3,192.168.1.1,40478,49152,1,-1.0,5,7,0,1,0,14.9
496,5,192.168.1.3,192.168.1.1,40467,49152,1,-1.0,5,7,0,1,0,14.9
497,5,192.168.1.3,192.168.1.1,40453,49152,1,-1.0,5,7,0,1,0,14.9
498,5,192.168.1.3,192.168.1.1,40441,49152,1,-1.0,5,7,0,1,0,14.9
499,5,192.168.1.3,192.168.1.1,40649,49152,1,-1.0,5,7,0,1,0,14.9
500,5,192.168.1.3,192.168.1.1,40661,49152,1,-1.0,5,7,0,1,0,14.9
501,5,192.168.1.3,192.168.1.1,40674,49152,1,-1.0,5,7,0,1,0,14.9
502,5,192.168.1.3,192.168.1.1,40748,49152,1,-1.0,5,7,0,1,0,14.9
503,5,192.168.1.3,192.168.1.1,40774,49152,1,-1.0,5,7,0,1,0,14.9
504,5,192.168.1.3,192.168.1.1,40169,49152,1,-1.0,5,7,0,1,0,14.9
505,5,192.168.1.3,192.168.1.1,40181,49152,1,-1.0,5,7,0,1,0,14.9
506,5,192.168.1.5,95.173.136.171,-1.0,80,1,-1.0,5,3,0,1,0,14.8
507,5,192.168.1.3,192.168.1.1,40193,49152,1,-1.0,5,7,0,1,0,14.9
508,5,192.168.1.3,192.168.1.1,40206,49152,1,-1.0,5,7,0,1,0,14.9
509,5,192.168.1.3,192.168.1.1,40218,49152,1,-1.0,5,7,0,1,0,14.9
510,5,192.168.1.3,192.168.1.1,40230,49152,1,-1.0,5,7,0,1,0,14.9
511,5,192.168.1.5,52.26.249.11,-1.0,443,1,-1.0,5,1,0,1,0,18.08
512,5,192.168.1.3,192.168.1.1,40687,49152,1,-1.0,5,7,0,1,0,14.9
513,5,192.168.1.3,192.168.1.1,40267,49152,1,-1.0,5,7,0,1,0,14.9
514,5,192.168.1.3,192.168.1.1,40280,49152,1,-1.0,5,7,0,1,0,14.9
515,5,192.168.1.3,192.168.1.1,40292,49152,1,-1.0,5,7,0,1,0,14.9
516,5,192.168.1.3,192.168.1.1,40304,49152,1,-1.0,5,7,0,1,0,14.9
517,5,192.168.1.3,192.168.1.1,40328,49152,1,-1.0,5,7,0,1,0,14.9
518,5,192.168.1.3,192.168.1.1,40724,49152,1,-1.0,5,7,0,1,0,14.9
519,5,192.168.1.3,192.168.1.1,40711,49152,1,-1.0,5,7,0,1,0,14.9
520,5,192.168.1.3,192.168.1.1,40699,49152,1,-1.0,5,7,0,1,0,14.9
521,5,192.168.1.3,192.168.1.1,39998,49152,1,-1.0,5,7,0,1,0,14.9
522,5,192.168.1.3,192.168.1.1,41176,49152,1,-1.0,5,7,0,1,0,14.9
523,5,192.168.1.3,192.168.1.1,44033,49152,1,-1.0,5,7,0,1,0,14.9
524,5,192.168.1.3,192.168.1.1,41703,49152,1,-1.0,5,7,0,1,0,14.9
525,5,192.168.1.3,192.168.1.1,41485,49152,1,-1.0,5,7,0,1,0,14.9
526,5,192.168.1.3,192.168.1.1,41497,49152,1,-1.0,5,7,0,1,0,14.9
527,5,192.168.1.3,192.168.1.1,41594,49152,1,-1.0,5,7,0,1,0,14.9
528,5,192.168.1.3,192.168.1.1,41799,49152,1,-1.0,5,7,0,1,0,14.9
529,5,192.168.1.3,192.168.1.1,41509,49152,1,-1.0,5,7,0,1,0,14.9
530,5,192.168.1.3,192.168.1.1,41787,49152,1,-1.0,5,7,0,1,0,14.9
531,5,192.168.1.3,192.168.1.1,39849,49152,1,-1.0,5,7,0,1,0,14.9
532,5,192.168.1.3,192.168.1.1,41774,49152,1,-1.0,5,7,0,1,0,14.9
533,5,192.168.1.3,192.168.1.1,41762,49152,1,-1.0,5,7,0,1,0,14.9
534,5,192.168.1.3,192.168.1.1,41750,49152,1,-1.0,5,7,0,1,0,14.9
535,5,192.168.1.3,192.168.1.1,41738,49152,1,-1.0,5,7,0,1,0,14.9
536,5,192.168.1.3,192.168.1.1,39786,49152,1,-1.0,5,7,0,1,0,14.9
537,5,192.168.1.3,192.168.1.1,39801,49152,1,-1.0,5,7,0,1,0,14.9
538,5,192.168.1.3,192.168.1.1,41715,49152,1,-1.0,5,7,0,1,0,14.9
539,5,192.168.1.3,192.168.1.1,41691,49152,1,-1.0,5,7,0,1,0,14.9
540,5,192.168.1.3,192.168.1.1,41823,49152,1,-1.0,5,7,0,1,0,14.9
541,5,192.168.1.3,192.168.1.1,41678,49152,1,-1.0,5,7,0,1,0,14.9
542,5,192.168.1.3,192.168.1.1,41666,49152,1,-1.0,5,7,0,1,0,14.9
543,5,192.168.1.3,192.168.1.1,39837,49152,1,-1.0,5,7,0,1,0,14.9
544,5,192.168.1.3,192.168.1.1,41654,49152,1,-1.0,5,7,0,1,0,14.9
545,5,192.168.1.3,192.168.1.1,41533,49152,1,-1.0,5,7,0,1,0,14.9
546,5,192.168.1.3,192.168.1.1,39825,49152,1,-1.0,5,7,0,1,0,14.9
547,5,192.168.1.3,192.168.1.1,41642,49152,1,-1.0,5,7,0,1,0,14.9
548,5,192.168.1.3,192.168.1.1,41325,49152,1,-1.0,5,7,0,1,0,14.9
549,5,192.168.1.3,104.84.231.99,-1.0,80,1,-1.0,5,1,0,1,0,12.8
550,5,192.168.1.3,192.168.1.1,41630,49152,1,-1.0,5,7,0,1,0,14.9
551,5,192.168.1.3,192.168.1.1,41558,49152,1,-1.0,5,7,0,1,0,14.9
552,5,192.168.1.3,192.168.1.1,39813,49152,1,-1.0,5,7,0,1,0,14.9
553,5,192.168.1.3,192.168.1.1,41582,49152,1,-1.0,5,7,0,1,0,14.9
554,5,192.168.1.3,192.168.1.1,41618,49152,1,-1.0,5,7,0,1,0,14.9
555,5,192.168.1.3,192.168.1.1,41811,49152,1,-1.0,5,7,0,1,0,14.9
556,5,192.168.1.3,192.168.1.1,39861,49152,1,-1.0,5,7,0,1,0,14.9
557,5,192.168.1.3,192.168.1.1,41835,49152,1,-1.0,5,7,0,1,0,14.9
558,5,192.168.1.3,192.168.1.1,41876,49152,1,-1.0,5,7,0,1,0,14.9
559,5,192.168.1.3,192.168.1.1,39984,49152,1,-1.0,5,7,0,1,0,14.9
560,5,192.168.1.3,192.168.1.1,41338,49152,1,-1.0,5,7,0,1,0,14.9
561,5,192.168.1.3,192.168.1.1,39971,49152,1,-1.0,5,7,0,1,0,14.9
562,5,192.168.1.3,192.168.1.1,41350,49152,1,-1.0,5,7,0,1,0,14.9
563,5,192.168.1.3,192.168.1.1,41914,49152,1,-1.0,5,7,0,1,0,14.9
564,5,192.168.1.3,192.168.1.1,41362,49152,1,-1.0,5,7,0,1,0,14.9
565,5,192.168.1.3,192.168.1.1,39959,49152,1,-1.0,5,7,0,1,0,14.9
566,5,192.168.1.3,192.168.1.1,41890,49152,1,-1.0,5,7,0,1,0,14.9
567,5,192.168.1.3,192.168.1.1,41848,49152,1,-1.0,5,7,0,1,0,14.9
568,5,192.168.1.3,192.168.1.1,39934,49152,1,-1.0,5,7,0,1,0,14.9
569,5,192.168.1.3,192.168.1.1,41387,49152,1,-1.0,5,7,0,1,0,14.9
570,5,192.168.1.3,192.168.1.1,39922,49152,1,-1.0,5,7,0,1,0,14.9
571,5,192.168.1.3,192.168.1.1,41400,49152,1,-1.0,5,7,0,1,0,14.9
572,5,192.168.1.3,192.168.1.1,39947,49152,1,-1.0,5,7,0,1,0,14.9
573,5,192.168.1.3,192.168.1.1,39910,49152,1,-1.0,5,7,0,1,0,14.9
574,5,192.168.1.3,192.168.1.1,39885,49152,1,-1.0,5,7,0,1,0,14.9
575,5,192.168.1.3,192.168.1.1,41473,49152,1,-1.0,5,7,0,1,0,14.9
576,5,192.168.1.3,192.168.1.1,41461,49152,1,-1.0,5,7,0,1,0,14.9
577,5,192.168.1.3,192.168.1.1,39774,49152,1,-1.0,5,7,0,1,0,14.9
578,5,192.168.1.3,192.168.1.1,41449,49152,1,-1.0,5,7,0,1,0,14.9
579,5,192.168.1.3,192.168.1.1,41606,49152,1,-1.0,5,7,0,1,0,14.9
580,5,192.168.1.3,192.168.1.1,39898,49152,1,-1.0,5,7,0,1,0,14.9
581,5,192.168.1.3,192.168.1.1,41862,49152,1,-1.0,5,7,0,1,0,14.9
582,5,192.168.1.3,192.168.1.1,41436,49152,1,-1.0,5,7,0,1,0,14.9
583,4,192.168.1.5,54.192.192.183,-1.0,443,1,-1.0,5,1,0,1,0,33.04
584,4,192.168.1.5,172.217.9.195,-1.0,443,1,-1.0,5,7,0,1,0,33.04
585,4,192.168.1.5,104.70.71.52,-1.0,443,1,-1.0,5,1,0,1,0,26.17
586,4,52.22.113.48,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,59.33
587,4,192.168.1.5,199.127.204.100,-1.0,443,1,-1.0,5,1,0,1,0,24.25
588,4,192.168.1.5,172.217.13.227,-1.0,443,1,-1.0,5,7,0,1,0,24.29
589,4,192.168.1.5,35.244.159.8,-1.0,443,1,-1.0,5,1,0,1,0,61.5
590,4,172.217.13.227,192.168.1.5,443,-1.0,1,-1.0,5,7,0,1,0,22.67
591,4,192.168.1.5,52.10.109.102,-1.0,443,1,-1.0,5,1,0,1,0,76.25
592,4,99.84.221.62,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,22.17
593,4,34.249.119.213,192.168.1.5,443,-1.0,1,-1.0,2,7,0,1,0,38.92
594,3,35.244.159.8,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,47.67
595,3,192.168.1.5,52.25.31.211,-1.0,443,1,-1.0,5,1,0,1,0,52.17
596,3,192.168.1.5,107.178.246.49,-1.0,443,1,-1.0,5,1,0,1,0,45.17
597,3,192.168.1.7,192.168.1.3,,,2,,5,7,0,1,0,0.0
598,3,192.168.1.5,99.84.221.62,-1.0,443,1,-1.0,5,1,0,1,0,38.67
599,3,8.28.7.81,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,79.5
600,3,54.192.76.212,192.168.1.5,443,-1.0,1,-1.0,4,7,0,1,0,47.67
601,3,74.119.119.149,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,49.0
602,3,192.168.1.5,107.20.240.184,-1.0,443,1,-1.0,5,1,0,1,0,34.67
603,3,3.222.236.219,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,34.67
604,3,192.168.1.5,54.81.60.45,-1.0,443,1,-1.0,5,1,0,1,0,82.83
605,3,192.168.1.5,54.192.76.212,-1.0,443,1,-1.0,5,5,0,1,0,54.17
606,3,192.168.1.3,192.168.1.7,,,2,,5,7,0,1,0,0.0
607,3,95.173.136.171,192.168.1.5,80,-1.0,1,-1.0,3,7,0,1,0,37.33
608,3,63.241.108.104,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,436.17
609,2,172.217.9.195,192.168.1.5,443,-1.0,1,-1.0,5,7,0,1,0,71.5
610,2,18.181.136.244,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,181.0
611,2,192.168.1.5,52.46.135.211,-1.0,443,1,-1.0,5,1,0,1,0,40.0
612,2,199.127.204.147,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,40.0
613,2,192.168.1.3,192.168.1.1,39696,49152,1,-1.0,5,7,0,1,0,46.0
614,2,54.81.60.45,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,815.0
615,2,8.43.72.41,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,40.0
616,2,192.168.1.5,8.43.72.41,-1.0,443,1,-1.0,5,1,0,1,0,55.5
617,2,192.168.1.7,224.0.0.251,5353,5353,1,-2.0,5,7,0,1,0,883.0
618,2,192.168.1.5,54.192.76.212,-1.0,80,1,-1.0,5,5,0,1,0,52.0
619,2,192.168.1.5,3.222.236.219,-1.0,443,1,-1.0,5,1,0,1,0,52.0
620,2,192.168.1.5,63.241.108.104,-1.0,443,1,-1.0,5,1,0,1,0,52.0
621,2,142.250.73.226,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,71.5
622,2,192.168.1.5,142.250.73.226,-1.0,443,1,-1.0,5,1,0,1,0,91.0
623,2,192.168.1.5,18.181.136.244,-1.0,443,1,-1.0,5,1,0,1,0,98.0
624,2,52.25.31.211,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,67.5
625,2,34.195.233.1,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,56.0
626,1,192.168.1.5,224.0.0.251,5353,5353,1,-2.0,5,7,0,1,0,67.0
627,1,192.168.1.5,34.237.161.69,-1.0,443,1,-1.0,5,1,0,1,0,98.0
628,1,192.168.1.5,147.75.39.192,-1.0,443,1,-1.0,5,1,0,1,0,98.0
629,1,192.168.1.3,192.168.1.1,,,2,,5,7,0,1,0,0.0
630,1,54.192.76.212,192.168.1.5,80,-1.0,1,-1.0,4,7,0,1,0,52.0
631,1,192.168.1.3,13.107.18.11,,,1,-4.0,5,1,0,1,0,30.0
632,1,192.168.1.5,34.195.233.1,-1.0,443,1,-1.0,5,1,0,1,0,98.0
633,1,192.168.1.5,3.92.230.97,-1.0,443,1,-1.0,5,1,0,1,0,98.0
634,1,192.168.1.3,192.168.1.1,39645,49152,1,-1.0,5,7,0,1,0,52.0
635,1,52.46.135.211,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,40.0
636,1,107.20.240.184,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,52.0
637,1,52.10.109.102,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,98.0
638,1,192.168.1.3,40.97.28.114,,,1,-4.0,5,1,0,1,0,30.0
639,1,192.168.1.3,52.98.94.210,,,1,-4.0,5,4,0,1,0,30.0
640,1,3.92.230.97,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,1500.0
641,1,52.26.249.11,192.168.1.5,443,-1.0,1,-1.0,1,7,0,1,0,251.0
642,1,192.168.1.5,184.29.129.73,-1.0,443,1,-1.0,5,1,0,1,0,60.0
643,1,192.168.1.3,192.168.1.1,40761,49152,1,-1.0,5,7,0,1,0,52.0
644,1,54.239.39.102,192.168.1.5,80,-1.0,1,-1.0,2,7,0,1,0,40.0
